,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
56,"(332.037, 558.66, 24.418, 3.454)","(362.259, 562.633, 31.417, 2.755)","(391.119, 563.136, 29.169, 1.625)","(417.603, 563.278, 23.958, 0.995)","(442.094, 562.913, 20.899, -3.299)","(466.327, 561.63, 20.322, -4.274)","(488.671, 560.272, 24.866, 0.238)","(513.232, 559.789, 26.28, -3.563)","(538.195, 558.244, 27.789, -3.253)","(563.25, 557.493, 25.918, 3.863)","(589.315, 561.299, 25.554, 8.255)","(612.883, 567.768, 21.471, 0.164)","(634.584, 572.051, 21.226, 2.219)","(655.377, 573.235, 20.079, 2.959)","(673.8, 573.865, 18.841, 0.803)","(692.487, 572.158, 20.887, -3.156)","(707.862, 570.389, 10.519, -3.87)","(722.511, 564.029, 17.071, -12.686)","(738.527, 559.163, 20.695, -2.565)","(755.968, 558.216, 15.554, -2.065)","(770.21, 556.657, 15.051, -1.671)","(770.562, 579.289, 3.246, 25.541)","(770.721, 603.405, -0.421, 20.001)","(771.133, 622.145, 4.495, 16.767)","(775.053, 635.346, 3.992, 11.862)","(785.675, 651.171, 14.269, 20.915)","(767.818, 657.664, -22.419, 4.65)","(737.396, 657.308, -52.915, 11.216)","(700.7, 651.358, -50.649, -11.066)","(669.228, 645.304, -39.995, -0.814)","(636.262, 636.571, -37.8, -1.943)","(616.952, 636.621, -51.916, 6.217)","(591.708, 636.014, -21.482, -9.945)","(564.788, 636.809, -36.99, 13.299)","(533.743, 636.067, -27.524, 3.269)","(506.098, 636.83, -45.561, -11.011)","(476.134, 636.419, -39.957, 6.628)","(441.13, 636.303, -48.443, 7.249)","(409.421, 636.051, -47.073, -7.801)","(376.047, 636.144, -41.957, 2.508)","(335.83, 636.519, -42.838, -9.625)","(297.666, 640.16, -87.098, 58.56)"
57,"(683.629, 220.858, 32.384, -15.087)","(717.546, 205.156, 36.541, -13.923)","(748.714, 197.767, 29.579, -4.917)","(775.594, 186.476, 11.332, -19.616)","(786.052, 157.057, 9.348, -38.716)","(783.974, 110.536, -11.034, -55.617)","(749.042, 82.636, -52.058, -6.448)","(708.032, 85.47, -44.098, 8.989)","(668.239, 92.824, -35.542, 5.86)","(631.547, 98.881, -39.12, 2.539)","(596.891, 99.567, -35.238, 0.805)","(565.854, 97.664, -31.234, -5.682)","(530.274, 88.623, -34.838, -4.915)","(487.669, 83.762, -48.135, -3.148)","(441.648, 80.786, -47.315, -1.73)","(397.193, 78.328, -46.769, -3.751)","(353.278, 73.855, -39.5, -2.016)","(310.106, 70.495, -46.348, -2.982)","(267.337, 70.338, -46.039, 0.288)","(226.03, 70.319, -38.189, 0.618)","(185.792, 66.315, -34.816, -5.845)","(145.811, 68.765, -54.45, 7.177)","(108.919, 82.452, -24.366, 16.348)","(86.801, 101.372, -14.438, 15.007)","(74.04, 119.812, -12.011, 24.584)","(67.064, 141.501, -6.573, 23.18)","(63.128, 165.812, -2.182, 20.612)","(61.203, 190.972, 9.626, 53.26)","(62.482, 232.695, -2.894, 23.639)","(62.703, 272.618, 9.169, 23.918)","(62.852, 309.462, -2.158, 14.385)","(62.456, 342.563, -3.517, 20.52)","(28.457, 364.885, -62.096, 14.292)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
58,"(474.022, 405.076, 23.319, -2.29)","(497.931, 406.821, 24.134, 9.532)","(503.298, 409.587, 12.925, -5.372)","(522.805, 401.001, 29.422, -3.071)","(547.642, 398.037, 21.81, -2.774)","(568.263, 394.465, 18.821, -0.478)","(584.146, 391.971, 17.048, -7.46)","(597.119, 385.99, 8.874, -4.28)","(609.252, 382.142, 16.581, -5.222)","(625.274, 377.324, 13.105, -9.27)","(639.063, 370.421, 16.332, -6.585)","(651.915, 364.224, 12.112, -7.557)","(664.195, 359.436, 11.2, -8.196)","(675.76, 354.54, 8.688, -7.158)","(688.981, 348.847, 14.442, -5.009)","(703.429, 341.422, 10.645, -4.67)","(715.245, 334.888, 9.015, -2.544)","(725.823, 328.877, 4.99, -3.879)","(735.915, 323.33, 12.349, -8.655)","(745.776, 317.135, 11.464, -3.678)","(752.685, 311.994, 11.379, -8.816)","(759.924, 304.922, 4.433, -4.645)","(764.846, 298.065, 2.727, -5.216)","(769.937, 291.423, 5.749, -8.089)","(773.915, 285.405, 4.147, -4.327)","(778.598, 280.465, 8.63, -4.056)","(784.849, 278.076, 8.499, 0.64)","(792.54, 275.991, 8.796, -5.167)","(799.041, 268.822, 16.059, -31.49)","(799.288, 252.129, -1.974, -19.687)","(804.163, 242.276, 7.378, -17.799)","(804.538, 237.126, 15.223, -6.579)","(801.952, 233.02, 13.736, 3.294)","(800.742, 225.356, -2.372, -12.133)","(801.059, 213.083, 10.58, -1.825)","(804.462, 201.874, -0.113, -38.105)","(804.981, 178.995, 12.183, -23.668)","(804.07, 160.613, -1.543, -45.493)","(797.397, 132.565, 4.792, -21.483)","(793.65, 103.69, 5.284, -29.883)","(760.616, 97.239, -42.91, 6.251)","(730.318, 92.577, -30.729, -23.7)"
59,"(470.903, 300.051, 24.669, -17.014)","(501.712, 288.548, 28.943, -5.401)","(527.738, 285.119, 31.078, -7.471)","(556.109, 275.996, 21.241, -9.186)","(576.596, 264.048, 31.03, -4.603)","(604.965, 255.285, 27.506, -24.109)","(634.229, 247.442, 11.85, -18.031)","(658.994, 239.065, 25.915, -3.139)","(680.754, 228.841, 21.412, -15.051)","(702.728, 208.692, 24.114, -23.969)","(731.552, 199.489, 16.939, -10.769)","(742.892, 192.787, 8.255, -6.088)","(747.019, 187.889, -5.207, -15.705)","(755.545, 176.344, -4.9, -7.003)","(751.788, 172.733, 15.113, -6.238)","(753.314, 172.677, 16.771, 19.567)","(755.663, 174.788, -3.548, 2.261)","(753.659, 172.286, -24.366, -1.468)","(755.996, 173.998, -7.145, -4.462)","(759.192, 173.692, 13.59, 6.487)","(758.281, 177.859, -2.101, -9.068)","(765.627, 184.158, 9.593, 9.344)","(770.691, 177.739, -6.364, -16.642)","(779.711, 179.51, 2.874, -24.925)","(787.282, 165.945, 18.542, -14.892)","(801.709, 151.419, 5.297, -2.589)","(802.203, 146.555, -12.109, -21.932)","(799.313, 134.314, -9.787, -13.62)","(788.778, 124.807, -7.802, -6.536)","(784.065, 136.18, 2.858, 3.64)","(789.112, 153.511, 6.695, 26.405)","(788.233, 170.074, -13.721, 16.53)","(796.63, 157.476, 33.71, -30.011)","(806.555, 130.574, -3.573, -22.776)","(808.408, 101.092, 8.311, -51.609)","(795.481, 79.439, -9.265, 1.51)","(761.474, 65.986, -32.447, -11.192)","(723.376, 65.893, -27.683, -6.752)","(691.925, 62.78, -31.397, -16.667)","(653.826, 61.002, -25.641, -5.018)","(616.288, 62.225, -32.784, -5.994)","(575.676, 62.138, -30.27, 7.812)"
60,"(554.759, 332.053, 26.373, -13.197)","(578.46, 319.373, 27.214, -15.51)","(604.591, 300.955, 32.851, -12.237)","(634.76, 291.017, 33.884, -6.656)","(665.674, 283.995, 35.609, -4.189)","(691.946, 275.967, 24.835, -1.714)","(715.351, 265.027, 25.396, -5.744)","(736.542, 262.786, 21.826, -0.108)","(756.242, 260.777, 9.983, -6.547)","(768.234, 251.282, 28.379, -16.701)","(787.961, 233.35, 19.865, -22.289)","(800.633, 214.911, 8.796, -22.477)","(814.5, 193.821, 17.668, -35.504)","(825.165, 185.615, -10.073, -16.705)","(826.465, 177.628, -0.632, -4.531)","(826.621, 180.564, 6.776, -11.874)","(825.201, 175.618, -7.845, -13.203)","(819.274, 152.19, -2.383, -33.131)","(816.185, 126.732, -4.614, -27.229)","(811.105, 90.827, -3.961, -14.771)","(800.663, 74.269, -28.174, -31.127)","(778.969, 58.44, -13.863, -11.357)","(761.087, 52.449, -21.181, 1.499)","(733.47, 53.781, -28.59, 2.627)","(700.552, 55.131, -32.198, 0.563)","(669.893, 58.236, -36.957, 5.761)","(635.144, 64.684, -25.944, 6.04)","(598.124, 64.816, -29.05, -10.747)","(567.109, 60.582, -27.004, -8.03)","(543.012, 60.807, -32.464, 7.949)","(500.693, 63.969, -30.486, 1.889)","(463.321, 66.004, -50.974, 16.07)","(424.616, 66.604, -38.644, -11.714)","(388.23, 67.503, -54.855, 3.684)","(351.022, 67.393, -52.955, 9.29)","(313.852, 69.503, -38.861, -6.115)","(278.46, 73.831, -27.066, -4.702)","(242.448, 82.355, -28.048, 1.736)","(208.681, 84.783, -33.387, 14.824)","(176.082, 87.588, -19.267, 1.287)","(140.357, 89.251, -44.494, 37.951)","(120.441, 130.195, 2.699, 44.758)"
61,"(460.457, 220.464, 35.942, -5.132)","(497.746, 217.067, 37.634, -6.982)","(531.662, 211.206, 28.504, -2.668)","(559.795, 213.29, 25.516, 4.097)","(590.404, 214.742, 26.044, 1.875)","(619.672, 209.167, 25.981, -11.922)","(652.035, 195.797, 35.603, -19.033)","(676.367, 189.581, 19.965, 2.367)","(700.919, 183.996, 26.308, -11.376)","(717.824, 167.655, 17.652, -19.662)","(719.048, 166.038, 15.294, -16.26)","(719.048, 166.038, 15.294, -16.26)","(719.048, 166.038, 15.294, -16.26)","(719.048, 166.038, 15.294, -16.26)","(719.048, 166.038, 15.294, -16.26)","(719.048, 166.038, 15.294, -16.26)","(718.766, 166.135, -1.801, 0.918)","(720.513, 166.01, 13.207, 0.213)","(720.783, 166.003, -0.029, -1.733)","(723.481, 167.781, 8.356, 2.992)","(732.371, 177.255, 7.139, 2.27)","(739.288, 178.922, 9.849, 3.513)","(743.499, 179.584, 4.077, 12.669)","(747.232, 191.877, 4.941, 15.416)","(751.077, 200.813, 7.535, 14.521)","(757.224, 200.776, 3.253, -0.538)","(759.452, 201.64, 4.584, -1.839)","(769.847, 200.05, 20.581, -4.131)","(761.803, 188.148, 1.094, -17.166)","(756.879, 177.881, -6.5, -4.532)","(756.092, 159.212, -1.877, -18.7)","(764.57, 139.723, 36.957, -48.558)","(778.163, 103.973, -2.329, -30.243)","(748.335, 94.739, -54.616, 4.38)","(713.29, 101.057, -30.169, 9.751)","(680.062, 97.041, -46.419, -5.695)","(627.775, 110.672, -51.311, 12.863)","(612.926, 113.997, -31.688, 1.583)","(612.926, 113.997, -31.688, 1.583)","(610.413, 113.938, -66.482, -1.575)","(591.028, 113.911, -60.797, -3.48)","(576.29, 113.802, -40.951, 1.449)"
62,"(638.403, 284.453, 20.824, -16.442)","(664.685, 267.065, 31.729, -16.806)","(692.781, 255.458, 24.406, -3.288)","(717.6, 249.572, 25.72, -0.322)","(743.556, 241.352, 29.963, -9.355)","(767.979, 233.73, 19.858, -11.144)","(789.451, 230.464, 22.093, -26.067)","(805.074, 218.373, 3.342, -6.409)","(813.01, 200.899, 5.742, -20.131)","(827.701, 188.348, 16.938, 0.816)","(837.844, 180.972, 16.275, -8.627)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)","(844.003, 166.079, -0.101, -12.556)"
63,"(754.847, 173.76, 17.186, -3.405)","(766.738, 169.81, 7.855, -2.571)","(774.789, 164.94, 4.939, -29.613)","(770.55, 156.609, 0.34, -4.297)","(765.703, 142.982, -16.611, -7.857)","(756.007, 140.843, -20.519, 2.393)","(756.007, 140.843, -20.519, 2.393)","(756.031, 140.739, 1.742, 4.377)","(756.015, 140.507, -1.166, -15.438)","(756.016, 140.235, 0.024, -16.308)","(756.009, 138.511, -2.651, -19.458)","(756.009, 138.511, -2.651, -19.458)","(756.009, 138.511, -2.651, -19.458)","(756.009, 138.511, -2.651, -19.458)","(756.009, 138.511, -2.651, -19.458)","(756.009, 138.511, -2.651, -19.458)","(756.009, 138.511, -2.651, -19.458)","(756.009, 138.511, -2.651, -19.458)","(756.009, 138.511, -2.651, -19.458)","(756.009, 138.511, -2.651, -19.458)","(756.009, 138.511, -2.651, -19.458)","(756.009, 138.511, -2.651, -19.458)","(756.009, 138.511, -2.651, -19.458)","(756.009, 144.637, -2.724, 14.015)","(758.794, 156.458, 2.053, 8.879)","(758.466, 170.082, 8.057, 1.02)","(769.398, 168.65, 6.312, -3.073)","(775.173, 167.201, 7.872, 0.613)","(777.166, 164.919, 1.835, -1.237)","(783.619, 167.823, 11.804, -6.539)","(794.093, 181.048, 20.3, 2.792)","(808.841, 168.707, 19.38, -38.265)","(808.434, 128.731, 9.189, -35.41)","(801.5, 90.08, -25.611, -22.351)","(781.282, 72.261, -18.255, -5.885)","(751.837, 65.122, -25.202, -16.359)","(718.397, 63.474, -36.493, 12.837)","(678.715, 62.191, -54.424, 7.029)","(638.828, 66.092, -28.445, 10.129)","(600.976, 67.112, -36.984, -13.935)","(558.544, 67.868, -42.782, -2.582)","(520.867, 71.199, -30.079, 12.635)"
64,"(292.832, 535.644, 28.874, 12.705)","(312.066, 546.78, 17.727, 10.656)","(331.179, 551.054, 20.503, -1.359)","(352.158, 552.132, 21.899, -2.681)","(372.879, 552.062, 21.678, -0.815)","(393.93, 552.639, 19.85, 2.004)","(416.037, 552.404, 18.789, -1.49)","(437.76, 551.308, 20.551, -0.255)","(459.053, 549.733, 21.947, -2.352)","(480.584, 547.256, 24.978, -3.241)","(503.141, 544.624, 21.617, -5.484)","(526.12, 541.08, 26.194, -2.825)","(551.421, 537.525, 24.358, -5.465)","(576.906, 535.215, 22.184, 1.034)","(601.707, 534.199, 22.309, -3.553)","(625.685, 534.205, 22.371, -1.376)","(648.56, 534.076, 24.483, 2.876)","(670.481, 533.733, 18.748, -2.581)","(690.728, 532.915, 16.522, -0.552)","(708.071, 533.853, 14.304, -1.605)","(723.548, 534.249, 13.226, -0.164)","(738.871, 533.389, 16.932, -1.567)","(756.337, 534.265, 15.495, 0.275)","(772.782, 536.172, 18.165, 0.712)","(777.399, 545.961, 1.485, 8.834)","(784.876, 557.237, 10.593, 16.265)","(793.899, 573.487, 4.668, 17.173)","(794.14, 597.426, -3.987, 30.806)","(794.235, 624.453, 1.968, 25.913)","(797.594, 650.854, -0.591, 26.116)","(783.608, 662.227, -20.466, 8.496)","(760.301, 671.78, -27.324, 7.336)","(731.995, 673.397, -27.423, -3.957)","(692.777, 669.658, -37.011, -3.414)","(660.317, 665.772, -17.394, -15.531)","(627.812, 662.787, -35.686, 7.426)","(599.165, 660.599, -16.233, 15.045)","(570.021, 659.578, -28.75, 8.882)","(541.477, 660.791, -33.22, -9.679)","(508.409, 658.797, -23.669, -3.277)","(471.854, 659.056, -35.641, 11.997)","(435.166, 660.08, -40.75, -12.273)"
65,"(415.37, 358.735, 12.328, -10.118)","(435.511, 344.207, 29.493, -11.042)","(460.638, 337.153, 22.106, -10.992)","(485.466, 332.596, 26.308, -2.817)","(511.451, 323.015, 26.952, -12.856)","(532.191, 314.667, 14.14, -6.867)","(547.358, 307.373, 21.445, -2.652)","(562.255, 305.214, 15.073, -0.933)","(578.05, 303.256, 27.932, -3.832)","(601.717, 302.33, 25.233, 1.378)","(624.903, 303.612, 25.24, -2.444)","(647.623, 301.211, 22.588, -0.798)","(665.955, 298.173, 13.064, -6.971)","(680.892, 295.709, 14.756, 1.445)","(696.516, 290.446, 23.769, -9.932)","(711.081, 283.358, 14.403, -5.855)","(723.966, 280.59, 14.1, -6.177)","(732.694, 277.764, 5.482, -6.78)","(742.302, 271.498, 10.189, -5.751)","(751.757, 265.841, 5.999, 5.176)","(761.636, 257.279, 7.965, -9.055)","(768.345, 254.256, 4.48, 6.238)","(774.931, 248.027, 12.448, 0.411)","(776.652, 243.415, -4.456, -3.633)","(780.121, 235.964, -2.617, -2.419)","(781.946, 231.234, -5.736, 1.369)","(784.027, 226.933, 3.752, -8.052)","(785.183, 216.753, -5.334, -12.168)","(784.336, 201.114, 1.245, -6.715)","(784.963, 188.833, -6.741, -4.542)","(777.316, 191.464, -22.985, 3.786)","(768.99, 180.029, 0.7, -3.62)","(767.862, 151.656, 6.146, -23.528)","(780.818, 123.233, -8.871, -55.129)","(782.432, 96.571, -2.004, -48.978)","(736.054, 102.104, -24.169, -2.994)","(711.537, 107.322, 4.74, -0.783)","(704.655, 113.357, -5.543, 6.033)","(703.097, 113.949, -32.861, 0.515)","(703.097, 113.949, -32.861, 0.515)","(701.435, 113.995, -51.086, 1.093)","(701.435, 113.995, -51.086, 1.093)"
66,"(597.207, 166.057, 12.592, -16.457)","(597.207, 166.057, 12.592, -16.457)","(597.207, 166.057, 12.592, -16.457)","(597.207, 166.057, 12.592, -16.457)","(597.207, 166.057, 12.592, -16.457)","(597.207, 166.057, 12.592, -16.457)","(597.207, 166.057, 12.592, -16.457)","(597.207, 166.057, 12.592, -16.457)","(597.207, 166.057, 12.592, -16.457)","(597.207, 166.057, 12.592, -16.457)","(597.207, 166.057, 12.592, -16.457)","(599.845, 166.007, 78.053, -0.919)","(602.418, 166.015, 74.707, -1.142)","(602.418, 166.015, 74.707, -1.142)","(602.418, 166.015, 74.707, -1.142)","(602.418, 166.015, 74.707, -1.142)","(604.069, 166.093, 14.617, 2.998)","(614.324, 170.392, 9.554, 7.575)","(624.718, 178.688, 13.828, 11.728)","(635.228, 186.765, 9.194, 2.732)","(648.25, 189.333, 10.871, 0.622)","(661.441, 192.415, 15.702, 5.72)","(670.395, 191.906, 5.404, -2.308)","(675.727, 188.694, 2.924, -4.576)","(681.155, 184.716, 11.498, -1.057)","(687.491, 185.206, 2.46, -3.168)","(691.922, 183.731, 8.02, -3.373)","(697.376, 182.161, 5.788, -2.174)","(699.027, 182.699, -0.509, 0.389)","(697.016, 188.014, 0.866, 5.633)","(695.806, 197.24, -4.351, 4.818)","(695.37, 202.643, 1.761, 3.622)","(697.379, 206.405, 4.959, -1.717)","(706.18, 207.766, 32.945, -4.9)","(723.624, 208.415, 15.648, 1.962)","(734.828, 207.414, -0.823, -10.315)","(749.592, 210.401, 21.535, -11.575)","(765.82, 210.645, 19.872, -0.415)","(769.989, 202.035, -0.752, 6.671)","(773.072, 199.792, 6.177, 17.164)","(792.848, 193.434, 26.44, -27.162)","(797.627, 166.264, -12.593, -16.343)"
67,"(531.638, 199.312, 28.46, 0.953)","(555.399, 204.4, 28.914, 6.418)","(583.556, 209.945, 16.267, 2.529)","(609.125, 206.149, 27.577, -8.658)","(637.474, 196.631, 28.231, -9.78)","(658.966, 181.41, 17.159, -16.218)","(673.456, 166.023, 22.715, -18.812)","(673.456, 166.023, 22.715, -18.812)","(673.456, 166.023, 22.715, -18.812)","(673.456, 166.023, 22.715, -18.812)","(673.456, 166.023, 22.715, -18.812)","(673.456, 166.023, 22.715, -18.812)","(673.456, 166.023, 22.715, -18.812)","(673.456, 166.023, 22.715, -18.812)","(673.456, 166.023, 22.715, -18.812)","(673.643, 166.001, 11.219, -1.333)","(676.184, 166.01, 2.121, -1.897)","(676.477, 166.023, 6.353, 0.735)","(676.477, 166.023, 6.353, 0.735)","(691.673, 168.62, 11.246, 3.268)","(700.163, 166.12, 0.222, -8.605)","(700.251, 166.004, 5.297, -6.948)","(709.852, 173.742, 4.927, 0.905)","(716.203, 173.488, 9.278, -1.855)","(720.936, 170.949, 0.122, -0.126)","(723.64, 172.885, 5.131, 5.412)","(730.831, 178.359, 9.926, 9.868)","(738.116, 179.969, 9.163, -3.599)","(739.884, 179.728, -3.436, -5.091)","(734.738, 175.642, -3.047, 3.645)","(733.01, 177.31, 4.784, 1.268)","(735.935, 178.167, 0.658, -1.13)","(737.724, 178.778, 5.115, -1.169)","(742.7, 181.348, 8.317, 4.267)","(754.416, 187.262, -2.358, 29.872)","(769.694, 194.395, -4.949, -18.27)","(775.415, 163.72, 10.465, -39.101)","(781.031, 132.334, -2.996, -30.928)","(780.658, 99.747, -11.931, -24.184)","(746.944, 101.554, -30.163, 19.569)","(720.945, 109.231, -12.689, 19.392)","(710.986, 106.583, -10.753, -17.031)"
68,"(311.456, 423.365, 21.537, -2.999)","(336.744, 416.82, 24.082, -3.123)","(360.583, 413.763, 29.256, -1.517)","(386.944, 408.417, 26.958, -8.233)","(411.93, 401.503, 22.499, -10.327)","(435.59, 394.721, 26.332, -3.734)","(458.201, 389.479, 23.269, -4.704)","(479.496, 384.155, 17.343, -3.289)","(499.653, 379.614, 21.021, -5.133)","(519.168, 376.434, 21.767, -1.516)","(538.305, 372.203, 16.496, -2.726)","(554.636, 366.985, 16.982, -8.48)","(569.754, 361.15, 12.415, -8.466)","(584.341, 354.747, 14.537, -5.789)","(598.75, 349.299, 12.126, -9.973)","(612.468, 342.778, 11.3, -10.036)","(626.275, 335.637, 14.685, -9.359)","(638.924, 328.882, 12.902, -10.293)","(651.376, 322.027, 15.286, -4.416)","(662.973, 315.029, 13.697, -10.385)","(673.97, 308.218, 9.724, -9.338)","(684.251, 302.355, 11.576, -3.369)","(694.379, 296.493, 10.732, -7.402)","(703.592, 291.557, 12.129, -3.141)","(712.218, 286.989, 6.526, -1.368)","(720.058, 283.825, 8.412, -4.62)","(726.609, 281.397, 6.074, -2.353)","(732.764, 280.658, 8.484, -0.669)","(736.237, 280.769, 3.936, -2.65)","(738.122, 280.468, -0.381, -1.199)","(741.428, 278.424, 3.739, 0.98)","(746.132, 276.528, 1.648, -1.15)","(750.956, 273.7, 7.518, -0.045)","(756.069, 270.314, 7.893, -2.266)","(763.72, 266.825, 7.241, -2.335)","(774.815, 249.601, 3.763, -30.25)","(789.715, 231.219, 22.441, -5.773)","(797.53, 211.457, -2.289, -35.905)","(807.55, 185.269, -8.442, -23.112)","(802.36, 148.664, 2.551, -41.784)","(794.408, 116.227, 3.167, -42.692)","(782.308, 96.154, -24.278, -0.934)"
69,"(606.762, 233.972, 29.174, -12.688)","(634.906, 224.504, 28.231, -7.673)","(664.375, 213.797, 26.848, -4.713)","(688.85, 204.035, 22.933, -9.432)","(709.333, 196.51, 26.46, -7.793)","(734.105, 184.555, 21.019, -15.43)","(750.97, 177.971, 15.846, -2.234)","(759.005, 176.794, -1.77, -2.146)","(764.165, 177.962, 21.277, -11.05)","(771.913, 168.978, 9.361, -17.876)","(777.833, 158.501, 1.288, -8.698)","(779.886, 158.056, 19.224, 9.697)","(790.077, 150.479, -5.97, -12.491)","(788.035, 150.101, -12.623, -25.805)","(776.686, 132.644, -2.8, -16.388)","(766.616, 122.835, -16.573, -14.541)","(755.5, 117.579, -25.694, -1.032)","(755.5, 117.579, -25.694, -1.032)","(755.5, 117.579, -25.694, -1.032)","(755.5, 117.579, -25.694, -1.032)","(755.5, 117.579, -25.694, -1.032)","(755.58, 117.755, 4.836, 10.506)","(755.58, 117.755, 4.836, 10.506)","(755.798, 118.331, 13.06, 34.567)","(758.071, 129.141, 1.525, 4.77)","(756.056, 130.052, -9.946, 2.867)","(756.025, 131.058, 0.425, 27.401)","(756.025, 131.058, 0.425, 27.401)","(756.007, 131.313, -1.036, 15.262)","(756.007, 131.313, -1.036, 15.262)","(756.007, 131.313, -1.036, 15.262)","(756.007, 131.313, -1.036, 15.262)","(756.007, 131.313, -1.036, 15.262)","(756.007, 131.313, -1.036, 15.262)","(756.011, 133.403, 0.042, 22.751)","(756.159, 138.03, 6.815, 24.819)","(756.108, 152.708, -5.929, 15.129)","(756.221, 157.926, 12.734, 53.192)","(761.433, 177.37, -4.488, 0.197)","(765.865, 182.588, -1.426, 6.86)","(770.926, 188.814, -39.748, -29.937)","(762.866, 157.603, 8.527, -35.24)"
70,"(733.425, 346.051, 22.975, -4.824)","(754.457, 335.994, 20.728, -13.242)","(772.87, 323.583, 18.887, -13.654)","(790.201, 306.994, 11.733, -18.873)","(803.63, 293.625, 11.896, -13.814)","(815.818, 279.833, 8.802, -10.619)","(823.494, 266.093, 2.725, -14.129)","(829.129, 251.035, 5.245, -10.981)","(833.09, 238.053, 4.713, -8.127)","(832.05, 232.458, -3.77, -3.825)","(833.032, 226.787, 0.248, -4.208)","(835.117, 224.373, -0.305, -2.915)","(835.416, 219.362, -4.362, 3.829)","(835.984, 220.889, 7.515, 0.566)","(834.407, 225.46, 3.37, 2.421)","(831.758, 225.717, -3.282, 0.779)","(828.955, 222.281, 2.513, -3.36)","(827.373, 218.401, 3.048, -8.873)","(822.544, 214.569, -9.417, -8.201)","(819.531, 208.281, -0.99, -11.078)","(815.989, 203.463, -16.886, 4.306)","(812.436, 196.664, -1.53, -11.162)","(810.061, 190.076, -12.968, -5.164)","(809.522, 186.605, -12.031, -5.488)","(809.312, 182.849, 20.934, -2.995)","(806.721, 189.716, -3.862, 13.423)","(810.895, 171.864, 14.642, -9.841)","(818.498, 154.178, 5.487, -29.006)","(816.735, 127.388, -15.135, -29.878)","(806.858, 88.029, -8.484, -25.653)","(792.802, 73.948, -17.374, -11.534)","(769.652, 64.07, -30.075, -4.01)","(735.683, 65.297, -27.41, 3.519)","(706.187, 69.603, -34.439, -0.64)","(671.879, 68.321, -33.183, 1.998)","(637.612, 70.585, -32.519, 1.151)","(598.795, 72.877, -32.634, -9.473)","(556.605, 72.997, -43.982, -10.855)","(516.502, 74.675, -37.439, -12.062)","(475.538, 76.291, -56.323, 1.225)","(433.51, 78.724, -51.936, 10.231)","(391.542, 78.939, -54.509, -8.221)"
