,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
57,"(426.063, 407.432, 15.926, -7.346)","(441.601, 407.367, 17.662, 3.648)","(462.944, 411.949, 21.137, 8.723)","(478.356, 416.082, 20.121, -2.449)","(497.957, 411.794, 19.383, -7.126)","(516.566, 405.47, 19.267, -8.476)","(535.239, 398.878, 16.749, -4.401)","(556.132, 393.961, 18.86, -2.463)","(575.848, 389.15, 20.553, -4.856)","(592.978, 384.964, 15.35, -7.482)","(609.925, 378.566, 17.4, -5.244)","(625.246, 370.196, 11.927, -8.8)","(641.196, 362.632, 14.263, -9.558)","(658.157, 355.686, 20.042, -5.418)","(674.658, 347.266, 14.864, -11.051)","(690.003, 341.472, 14.594, -7.094)","(704.306, 335.711, 12.35, -4.155)","(717.136, 328.55, 14.456, -9.111)","(728.206, 321.967, 9.699, -8.351)","(735.816, 313.306, 4.232, -4.911)","(742.059, 305.656, 7.314, -8.894)","(749.321, 298.36, 9.67, -3.267)","(755.748, 291.318, 7.261, -9.631)","(761.904, 283.149, 10.188, -11.658)","(769.294, 274.096, 7.823, -10.8)","(774.958, 261.779, 5.056, -17.791)","(780.073, 248.257, 8.406, -14.127)","(785.272, 237.093, 4.641, -10.251)","(794.151, 227.628, 17.476, -19.514)","(802.722, 208.886, 9.186, -19.035)","(815.473, 190.878, 21.569, -14.8)","(820.207, 179.441, -9.386, -13.975)","(812.372, 156.184, 1.23, -36.539)","(805.583, 112.026, 2.268, -45.158)","(797.391, 82.805, -6.9, -9.959)",
58,"(321.435, 385.569, 24.192, -18.994)","(339.717, 370.56, 17.226, -14.513)","(361.494, 364.158, 21.892, -12.643)","(385.945, 358.163, 24.773, -1.058)","(407.913, 350.858, 21.234, -5.297)","(427.831, 344.509, 19.741, -5.498)","(444.619, 341.398, 18.384, 0.438)","(462.931, 343.47, 15.53, 3.895)","(478.096, 345.268, 14.918, -1.257)","(493.956, 346.03, 17.671, -1.899)","(511.06, 344.799, 15.698, 0.285)","(529.578, 340.62, 20.411, -6.329)","(547.591, 334.41, 18.575, -7.241)","(564.81, 328.856, 14.549, -3.856)","(581.681, 322.315, 19.534, -9.586)","(598.86, 316.24, 13.556, -6.48)","(614.823, 310.497, 13.306, -4.664)","(630.872, 304.751, 15.864, -7.531)","(645.788, 299.716, 13.582, -7.548)","(659.527, 294.348, 16.685, -7.473)","(672.3, 289.348, 13.857, -1.606)","(687.348, 284.166, 12.583, -6.799)","(700.275, 280.938, 13.745, -0.006)","(709.715, 277.885, 7.858, 0.925)","(721.05, 274.893, 13.176, -7.514)","(732.055, 270.836, 7.042, -3.152)","(741.866, 268.987, 9.712, 1.158)","(752.255, 268.069, 12.361, -0.404)","(759.916, 267.5, 15.738, -4.122)","(766.666, 262.8, 16.399, -32.851)","(776.25, 246.161, 22.41, -22.794)","(786.385, 228.875, 24.21, -16.391)","(799.7, 205.692, 9.335, -14.214)","(807.74, 190.06, 9.325, -3.564)","(809.219, 169.294, -0.413, -45.808)",
59,"(362.714, 221.624, 39.468, -2.709)","(399.727, 217.134, 25.305, -5.76)","(429.269, 213.825, 33.352, -8.994)","(460.976, 208.247, 31.014, -8.934)","(498.63, 195.413, 40.384, -19.748)","(532.132, 181.289, 28.938, -12.917)","(556.184, 166.072, 18.868, -21.859)","(556.184, 166.072, 18.868, -21.859)","(556.184, 166.072, 18.868, -21.859)","(556.817, 166.002, 37.974, -4.183)","(556.817, 166.002, 37.974, -4.183)","(560.52, 166.018, 34.947, -0.882)","(564.652, 166.005, 38.08, -3.67)","(575.818, 167.082, 28.764, 6.327)","(600.661, 169.779, 19.916, 2.037)","(622.138, 171.076, 23.717, -7.998)","(634.136, 166.231, 12.86, -4.684)","(647.215, 169.286, 19.298, 1.354)","(661.634, 173.548, 14.382, 10.615)","(668.291, 177.254, 6.795, 1.75)","(676.038, 187.179, 9.768, 15.356)","(691.035, 205.117, 11.524, 16.663)","(705.007, 214.109, 11.437, 4.098)","(718.474, 218.686, 12.762, 2.452)","(732.043, 222.534, 14.926, 3.039)","(748.232, 217.035, 8.193, -6.925)","(757.418, 216.378, 3.517, -1.509)","(768.2, 213.877, 7.722, 0.739)","(773.291, 214.24, 9.089, -4.105)","(772.386, 210.855, 0.311, 6.359)","(774.602, 205.808, -1.442, -2.929)","(778.552, 197.125, 17.131, -8.056)","(787.385, 178.598, 20.045, -32.452)","(793.933, 138.767, 4.699, -3.121)","(798.814, 117.915, 8.072, -12.017)",
60,"(402.442, 553.62, 29.815, 2.894)","(430.206, 558.063, 29.401, 3.513)","(460.385, 558.653, 28.275, 0.56)","(491.21, 557.418, 34.661, -3.252)","(522.88, 557.551, 33.161, 2.045)","(554.995, 558.433, 35.047, 3.464)","(590.638, 563.733, 35.625, 5.894)","(620.2, 570.255, 25.207, 3.967)","(643.116, 560.985, 27.223, -16.513)","(678.255, 554.847, 34.551, 7.435)","(708.096, 565.177, 15.043, 14.243)","(726.237, 580.066, 19.268, 11.991)","(738.618, 583.977, 14.924, -1.102)","(738.618, 583.977, 14.924, -1.102)","(738.618, 583.977, 14.924, -1.102)","(738.422, 583.924, -4.949, -2.568)","(738.061, 583.971, -0.353, 2.82)","(739.972, 583.993, 1.917, 1.102)","(743.8, 579.653, 4.429, -9.998)","(752.911, 571.173, 4.876, -4.076)","(756.048, 564.115, 7.961, -13.966)","(770.757, 553.46, 4.694, 25.642)","(772.992, 578.627, -1.662, 22.545)","(774.776, 598.582, 7.343, 24.377)","(778.033, 620.745, 2.845, 17.827)","(778.536, 637.434, 4.142, 11.361)","(783.276, 646.818, 8.573, 13.428)","(780.279, 652.244, -13.458, 0.734)","(762.152, 656.497, -16.896, 2.985)","(741.591, 659.414, -25.477, 2.319)","(719.83, 655.914, -21.462, -9.042)","(697.308, 648.546, -21.831, -3.72)","(684.701, 646.444, 5.575, -16.241)","(674.212, 648.628, -2.628, 26.324)","(654.451, 668.398, -13.263, 22.301)",
61,"(522.152, 426.893, 18.933, -17.631)","(545.999, 410.64, 24.966, -12.608)","(569.104, 397.159, 23.524, -19.84)","(592.591, 379.279, 21.012, -15.307)","(616.49, 363.231, 22.063, -12.17)","(639.749, 350.143, 10.873, -11.428)","(657.404, 338.111, 10.344, -10.489)","(672.722, 324.025, 19.64, -10.719)","(694.619, 307.528, 22.1, -18.156)","(716.493, 291.919, 22.638, -17.153)","(733.877, 277.718, 14.669, -16.621)","(747.328, 269.547, 12.22, -14.736)","(761.165, 259.841, 10.62, -17.526)","(773.991, 252.021, 0.959, 7.196)","(783.498, 251.78, 9.73, 7.337)","(792.785, 241.8, 11.599, -19.119)","(797.746, 225.484, 5.892, -12.289)","(797.547, 217.713, -13.314, 2.842)","(802.284, 197.831, 6.482, -22.487)","(806.801, 179.535, -7.997, -18.297)","(807.58, 165.233, 2.145, -10.082)","(810.702, 144.081, 27.093, -6.377)","(814.738, 129.795, -7.156, -19.388)","(815.253, 107.115, -6.07, -18.242)","(818.679, 91.366, 5.434, -8.11)","(828.82, 81.624, 16.4, -8.699)","(830.362, 73.532, -2.969, -7.477)","(829.311, 68.673, 3.083, -2.618)","(830.255, 66.958, 3.874, 4.645)","(827.858, 70.007, -3.176, 5.116)","(823.341, 70.099, -2.308, -8.441)","(822.094, 68.474, 3.618, -2.55)","(809.663, 74.369, -8.326, -9.721)","(783.755, 62.606, -42.865, 4.045)","(748.108, 57.294, -26.501, -5.632)",
62,"(485.938, 567.745, 45.334, -0.728)","(522.93, 566.425, 35.839, 1.181)","(558.151, 564.75, 35.819, -1.274)","(591.913, 567.089, 28.94, 2.688)","(622.589, 576.001, 32.522, 7.286)","(646.769, 583.837, 27.754, 10.905)","(646.769, 583.837, 27.754, 10.905)","(647.261, 583.97, 29.5, 7.96)","(647.261, 583.97, 29.5, 7.96)","(647.261, 583.97, 29.5, 7.96)","(647.261, 583.97, 29.5, 7.96)","(647.261, 583.97, 29.5, 7.96)","(647.261, 583.97, 29.5, 7.96)","(647.261, 583.97, 29.5, 7.96)","(651.595, 583.835, 14.734, 0.803)","(662.786, 583.962, 7.495, 2.525)","(675.26, 581.422, 12.767, -5.949)","(689.047, 578.815, 9.377, 0.524)","(696.822, 577.927, 10.604, -2.527)","(706.959, 575.312, 12.306, -4.015)","(716.253, 573.002, 6.027, -0.71)","(725.61, 571.091, 13.109, -3.738)","(732.412, 569.644, 0.169, -4.765)","(737.993, 565.16, 12.212, -4.223)","(751.771, 563.849, 17.811, 1.177)","(765.079, 561.913, 10.743, -2.633)","(770.589, 566.311, -6.333, 24.817)","(764.987, 588.805, -4.455, 21.193)","(763.196, 607.551, 3.336, 13.077)","(767.696, 621.957, 6.497, 17.686)","(775.305, 636.472, 9.506, 10.76)","(783.044, 647.086, 8.314, 13.58)","(769.32, 652.965, -27.142, -14.841)","(733.851, 645.907, -37.658, -11.2)","(704.994, 636.065, -39.94, 2.27)",
63,"(700.73, 334.105, 30.556, -20.488)","(729.439, 312.637, 26.47, -21.493)","(756.587, 289.377, 25.671, -22.745)","(778.884, 272.261, 20.912, -18.015)","(798.402, 251.227, 18.532, -27.009)","(815.58, 228.815, 13.375, -13.431)","(824.562, 216.973, 11.35, -11.758)","(830.94, 210.741, 5.985, -3.859)","(834.47, 220.054, 2.227, 6.249)","(834.268, 227.44, -2.059, 5.863)","(833.129, 225.022, -4.979, 1.659)","(832.444, 219.394, 0.275, -4.032)","(831.322, 215.974, 1.119, -0.664)","(831.938, 212.117, 0.696, 9.887)","(830.248, 211.433, -6.698, 0.276)","(828.221, 211.649, -7.699, -9.614)","(833.26, 208.272, 5.66, -3.049)","(829.648, 208.602, -5.298, 4.116)","(827.261, 205.118, -3.88, -1.304)","(824.691, 204.44, 8.759, -8.888)","(824.176, 204.681, -7.143, 6.004)","(819.946, 201.555, -15.968, 1.538)","(815.301, 193.249, 6.482, -9.451)","(811.2, 198.048, -8.642, 4.544)","(811.091, 189.641, -4.586, -24.948)","(808.645, 176.703, 0.438, -5.748)","(807.471, 161.146, -1.962, -12.406)","(808.684, 145.351, 5.974, -25.807)","(806.602, 131.146, 1.775, -3.831)","(806.864, 118.43, 4.644, -24.898)","(797.608, 92.913, -19.168, -12.19)","(785.717, 71.226, -13.299, -37.87)","(764.046, 54.346, -20.236, -6.437)","(733.896, 57.296, -47.682, 1.173)","(692.643, 58.887, -39.246, -11.374)",
64,"(258.03, 399.273, 19.866, -13.849)","(274.679, 387.102, 12.418, -10.389)","(290.068, 377.698, 16.784, -9.599)","(305.552, 368.023, 17.089, -8.289)","(321.817, 359.274, 14.526, -11.69)","(339.76, 350.427, 18.87, -9.795)","(357.281, 341.265, 14.364, -10.339)","(375.043, 330.733, 18.866, -13.141)","(392.89, 320.108, 17.913, -12.39)","(412.481, 310.264, 20.398, -7.351)","(431.937, 301.281, 22.194, -7.325)","(450.979, 294.015, 16.074, -5.089)","(468.578, 287.913, 14.66, -5.785)","(487.532, 280.929, 18.676, -7.225)","(505.634, 273.491, 17.22, -7.806)","(523.566, 267.394, 16.88, -4.282)","(542.486, 260.571, 18.956, -5.002)","(563.327, 256.186, 19.598, -5.423)","(584.237, 252.231, 18.934, -3.287)","(605.582, 248.372, 22.744, -2.56)","(626.305, 245.857, 15.664, 3.68)","(641.788, 244.197, 13.51, -7.23)","(655.535, 240.447, 12.241, -6.568)","(668.41, 236.0, 13.986, -2.106)","(680.796, 232.356, 15.248, -1.595)","(693.481, 228.918, 13.683, -4.521)","(702.843, 226.989, 1.22, 2.413)","(712.261, 223.999, 15.59, 4.459)","(722.82, 223.44, 10.749, -0.867)","(732.188, 226.465, 5.682, 1.679)","(736.476, 229.682, 8.03, -9.55)","(743.494, 229.024, 12.301, 1.389)","(755.462, 231.966, 14.771, 4.462)","(770.421, 231.471, 2.903, -0.232)","(781.916, 214.163, 3.973, -23.744)",
65,"(289.861, 320.602, 22.368, -3.788)","(315.329, 314.468, 25.876, -12.703)","(344.717, 305.734, 25.09, -13.707)","(372.133, 299.082, 31.357, -5.191)","(398.992, 292.88, 26.022, -9.506)","(429.041, 286.685, 36.04, -5.239)","(461.676, 283.236, 35.745, -6.887)","(492.283, 281.407, 31.375, 1.434)","(520.485, 279.445, 29.593, -4.436)","(547.406, 275.51, 30.916, -6.946)","(576.85, 271.292, 21.134, -9.17)","(606.091, 260.874, 29.913, -14.214)","(633.218, 249.064, 35.018, -4.1)","(657.432, 247.397, 24.428, 2.549)","(672.705, 245.842, 19.664, 2.359)","(692.281, 245.569, 24.882, 0.968)","(711.811, 242.177, 26.358, 6.16)","(728.426, 239.713, 4.625, 0.09)","(741.937, 237.378, 22.101, 1.174)","(755.441, 232.147, 19.739, -12.215)","(772.699, 217.232, 9.445, -1.637)","(780.366, 193.049, -12.708, -43.371)","(781.894, 162.871, 3.96, -22.809)","(773.333, 135.104, -6.492, -1.96)","(775.996, 120.581, 2.927, -3.899)","(780.997, 112.25, 22.837, 14.87)","(784.149, 100.085, 6.668, -22.336)","(781.728, 91.099, -2.007, -31.663)","(769.927, 60.153, -16.058, -19.73)","(736.483, 53.979, -42.999, 2.856)","(697.983, 63.349, -33.404, 9.694)","(669.06, 70.491, -37.46, 8.26)","(631.872, 72.886, -39.257, 2.03)","(593.222, 82.294, -27.589, 19.09)","(568.581, 98.502, -44.013, 0.613)",
66,"(365.325, 530.944, 22.049, -12.758)","(399.398, 520.066, 34.978, -8.88)","(435.688, 515.742, 33.913, -7.792)","(471.843, 512.503, 32.672, -2.398)","(507.583, 510.53, 28.273, 3.033)","(538.372, 512.345, 25.608, 8.396)","(565.887, 513.476, 30.5, 4.948)","(597.285, 518.406, 34.218, -3.074)","(628.934, 518.721, 28.43, 0.557)","(650.945, 521.548, 16.241, -0.161)","(677.112, 524.887, 15.276, 2.6)","(698.638, 528.209, 18.317, -1.589)","(716.207, 527.589, 12.092, -3.601)","(733.748, 524.335, 20.007, 1.588)","(753.568, 520.512, 21.902, -6.014)","(777.189, 529.126, 16.246, 23.788)","(788.664, 559.557, 11.628, 43.683)","(795.446, 600.407, 5.734, 34.551)","(806.317, 627.104, 14.195, 26.631)","(814.909, 652.669, 2.763, 24.017)","(811.428, 668.346, -11.727, 16.797)","(800.935, 674.444, -17.358, 7.377)","(782.256, 683.022, -25.481, 10.802)","(762.894, 686.68, -19.226, -1.455)","(742.341, 684.248, -24.587, -2.281)","(719.596, 681.903, -20.568, 0.518)","(700.454, 680.433, -11.825, -1.001)","(689.978, 680.803, -11.164, 1.124)","(676.177, 677.654, -19.394, -4.207)","(656.241, 682.835, -22.737, 7.77)","(629.996, 689.102, -29.101, 2.731)","(595.714, 688.363, -34.761, -2.535)","(558.493, 681.96, -37.587, -9.015)","(527.245, 673.669, -29.312, -6.795)","(500.732, 666.814, -25.022, -3.337)",
67,"(269.841, 510.195, 11.417, 1.188)","(289.419, 510.214, 21.32, -2.0)","(307.474, 509.607, 19.169, 0.046)","(324.081, 507.274, 13.859, -0.61)","(342.657, 505.116, 16.07, 1.281)","(363.358, 502.877, 22.836, -2.71)","(384.091, 501.643, 18.588, -3.517)","(408.025, 501.121, 24.854, 1.446)","(431.018, 501.372, 23.158, -1.609)","(454.188, 502.401, 22.137, 2.914)","(477.505, 503.907, 23.583, 1.285)","(501.189, 505.79, 26.18, -1.332)","(525.608, 507.654, 19.609, 0.025)","(548.482, 509.81, 19.786, 0.189)","(571.449, 512.398, 25.87, 1.081)","(593.764, 515.062, 23.255, 1.157)","(615.341, 516.727, 26.44, 2.222)","(638.333, 518.647, 24.101, 3.343)","(660.245, 519.283, 19.216, 2.823)","(680.008, 518.555, 14.471, -3.961)","(697.321, 515.956, 19.636, -5.144)","(713.408, 514.794, 16.513, 0.511)","(728.273, 513.847, 14.098, -0.764)","(743.625, 512.805, 17.984, -3.71)","(758.441, 514.461, 14.25, 5.232)","(772.277, 517.799, 12.421, 1.941)","(783.5, 521.132, 7.171, 5.75)","(791.466, 531.305, 8.513, 16.1)","(796.457, 544.976, 1.822, 13.223)","(800.2, 559.536, 6.1, 12.901)","(800.082, 575.219, -2.957, 18.871)","(795.334, 594.517, -1.302, 17.767)","(794.001, 614.807, 7.657, 23.476)","(798.76, 638.518, -1.219, 26.523)","(791.801, 655.235, -16.794, 1.521)",
