,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
35,"(422.859, 386.852, 42.882, -29.708)","(447.488, 369.719, 37.923, -14.003)","(484.222, 353.536, 37.216, -11.152)","(521.305, 341.645, 30.211, -21.175)","(552.97, 328.535, 42.558, -2.877)","(585.431, 317.573, 45.963, -5.203)","(618.273, 305.987, 21.967, -5.95)","(649.248, 292.793, 41.148, -21.271)","(678.608, 281.601, 18.592, 3.387)","(703.68, 269.74, 30.935, 0.794)","(726.028, 257.966, 35.933, -15.247)","(744.862, 250.201, -4.072, 6.653)","(763.812, 240.748, 38.547, -21.588)","(777.641, 231.999, 34.148, -33.788)","(789.317, 225.682, 12.149, -0.182)","(794.835, 221.255, -12.76, -11.704)","(798.81, 205.434, 15.355, -28.563)","(803.381, 183.01, -12.795, -22.216)","(807.949, 161.087, 3.429, -65.622)","(811.239, 133.729, 22.118, -21.659)","(815.475, 107.088, 18.323, -43.943)","(804.44, 87.158, -12.473, 4.806)","(776.915, 68.919, 9.34, -6.088)","(748.119, 54.841, -60.416, -4.2)","(708.489, 55.69, -42.21, 7.417)","(678.516, 53.807, -23.674, 9.827)","(639.943, 53.84, -56.71, -2.19)","(599.093, 56.1, -42.645, 8.249)","(560.423, 56.496, -23.87, -15.034)","(520.319, 57.945, -28.066, 10.618)","(482.58, 59.908, -35.798, 15.832)","(445.105, 60.953, -40.745, -0.613)","(411.437, 62.148, -18.843, 5.76)","(376.234, 64.196, -39.992, -2.996)","(342.395, 66.195, -36.587, -5.773)","(307.347, 67.212, -17.661, -4.077)","(274.796, 67.955, -36.616, 1.902)","(245.613, 70.465, -18.854, 21.972)",
36,"(463.831, 518.799, 50.902, 5.564)","(501.402, 519.77, 50.52, 1.52)","(541.346, 520.582, 41.86, 4.343)","(580.737, 524.243, 41.928, -8.503)","(617.843, 528.579, 36.26, 2.347)","(656.317, 534.773, 45.41, 14.661)","(693.604, 542.544, 39.354, 26.344)","(724.726, 553.114, 22.247, 5.173)","(751.312, 550.602, 12.806, -9.126)","(771.262, 549.736, 4.241, 24.171)","(769.665, 582.06, 18.103, 24.44)","(766.174, 625.54, -23.281, 39.655)","(768.054, 648.873, -6.165, 24.167)","(765.755, 662.739, 8.11, 1.41)","(757.551, 676.262, -31.631, 19.208)","(713.265, 685.901, -67.996, -11.829)","(664.251, 686.795, -47.423, 2.783)","(620.955, 691.895, -40.993, -4.513)","(581.383, 691.315, -50.975, 0.107)","(538.183, 690.452, -50.642, 7.658)","(498.592, 683.461, -52.01, 3.977)","(458.546, 683.159, -50.971, 24.67)","(413.58, 691.618, -30.237, 3.47)","(370.204, 686.581, -40.311, -12.726)","(335.81, 682.699, -49.162, -17.912)","(295.791, 676.157, -51.604, -8.369)","(259.569, 667.731, -27.989, 1.011)","(217.886, 665.557, -44.522, 5.807)","(179.183, 661.048, -40.352, -5.443)","(140.613, 657.053, -11.217, -41.357)","(121.347, 616.711, 0.019, -25.108)","(108.501, 575.595, -6.403, -28.129)","(97.321, 533.92, -17.828, -30.5)","(84.139, 495.616, 5.73, -30.465)","(79.356, 459.76, 13.914, -20.284)","(83.51, 435.391, 27.267, -8.596)","(89.195, 418.355, 2.988, -20.48)","(89.147, 402.155, -12.132, -13.273)",
37,"(505.56, 314.656, 26.519, -2.943)","(542.39, 298.277, 27.964, -22.593)","(574.679, 283.023, 36.175, -4.388)","(605.474, 270.732, 40.117, -30.175)","(636.212, 256.963, 42.278, -5.657)","(666.539, 244.627, 14.952, -18.254)","(693.168, 234.124, 20.317, -12.127)","(715.975, 225.431, 30.946, -14.365)","(738.906, 216.382, 14.922, 0.25)","(763.056, 208.188, -2.889, 9.698)","(770.794, 191.296, -17.738, -20.287)","(767.086, 144.484, -5.609, -30.525)","(756.056, 134.014, -27.12, -3.26)","(756.021, 133.216, -0.325, -13.269)","(756.021, 133.216, -0.325, -13.269)","(756.234, 130.114, -11.885, -21.525)","(760.732, 114.873, 9.132, -13.652)","(761.646, 105.277, -7.786, 5.128)","(766.856, 94.394, 8.205, -23.035)","(752.474, 73.525, -55.165, -21.623)","(708.57, 81.003, -51.284, 24.316)","(678.493, 90.746, -57.209, -5.648)","(637.811, 93.207, -34.33, 21.562)","(598.207, 90.223, -30.975, 7.434)","(560.698, 90.415, -43.09, 16.475)","(519.744, 97.969, -42.19, 9.305)","(477.792, 99.388, -35.799, -3.309)","(437.249, 100.158, -45.031, -6.644)","(396.572, 99.845, -49.246, -3.7)","(356.73, 100.2, -38.008, 9.77)","(315.671, 99.966, -35.64, 12.667)","(278.279, 99.348, -29.262, -10.804)","(244.568, 98.014, -42.58, 1.173)","(215.703, 95.291, -24.6, 8.877)","(186.616, 98.927, -42.297, 13.619)","(181.197, 98.975, -64.763, 2.678)","(146.727, 89.166, -57.108, 3.186)","(128.868, 139.425, -16.002, 34.887)",
38,"(691.805, 212.003, 51.198, -14.599)","(722.702, 207.106, 27.293, -2.65)","(749.297, 200.943, 23.35, -14.747)","(775.41, 183.955, 20.269, -48.808)","(777.86, 132.85, 13.82, -38.07)","(783.768, 93.535, -23.086, -27.699)","(747.023, 72.71, -63.96, -2.362)","(698.461, 76.866, -24.31, 17.642)","(654.968, 86.679, -39.674, -2.748)","(609.065, 95.039, -56.785, -9.837)","(567.867, 99.725, -31.075, 10.027)","(524.931, 92.246, -35.106, 4.067)","(484.973, 89.675, -52.481, 12.32)","(445.656, 84.608, -27.77, 9.394)","(404.072, 83.607, -26.202, -1.544)","(362.01, 82.295, -48.528, 2.717)","(318.366, 79.31, -55.478, 11.679)","(276.529, 78.783, -40.325, -7.611)","(234.661, 78.421, -35.35, 15.785)","(196.909, 76.8, -27.101, -10.253)","(155.046, 76.063, -50.569, 11.682)","(121.475, 104.117, -18.858, 29.984)","(105.389, 146.333, -3.762, 39.509)","(97.217, 190.737, -7.058, 57.296)","(92.954, 233.591, -3.692, 50.21)","(87.795, 273.59, 7.142, 23.898)","(84.203, 312.048, -1.182, 49.897)","(79.145, 347.402, -24.835, 20.504)","(50.195, 369.987, -63.913, 15.191)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
39,"(461.29, 298.674, 29.711, -3.35)","(488.009, 282.878, 31.332, -23.407)","(521.973, 268.759, 37.826, -2.831)","(553.555, 257.587, 42.494, -10.321)","(585.65, 246.827, 26.184, -8.673)","(618.971, 237.309, 35.329, 15.275)","(649.839, 227.719, 19.848, 1.343)","(679.87, 218.92, 35.689, -19.085)","(706.255, 213.365, 24.596, 8.004)","(728.777, 211.169, 22.079, -5.776)","(753.426, 205.656, 16.17, 7.537)","(770.13, 193.712, 29.594, -5.747)","(774.411, 154.03, 15.86, -41.649)","(774.195, 128.902, -6.578, -64.59)","(775.916, 106.719, -7.725, -28.141)","(762.33, 88.83, -53.969, 2.297)","(714.179, 87.119, -33.45, 21.251)","(675.969, 111.086, -13.57, 13.569)","(671.309, 113.957, -44.473, 14.584)","(671.309, 113.957, -44.473, 14.584)","(671.309, 113.957, -44.473, 14.584)","(671.309, 113.957, -44.473, 14.584)","(671.309, 113.957, -44.473, 14.584)","(671.309, 113.957, -44.473, 14.584)","(671.309, 113.957, -44.473, 14.584)","(671.309, 113.957, -44.473, 14.584)","(671.309, 113.957, -44.473, 14.584)","(671.309, 113.957, -44.473, 14.584)","(671.309, 113.957, -44.473, 14.584)","(671.309, 113.957, -44.473, 14.584)","(671.309, 113.957, -44.473, 14.584)","(651.767, 113.961, -20.705, 8.046)","(639.517, 113.781, -27.123, -10.419)","(624.493, 113.989, -19.621, 4.188)","(608.448, 113.824, -25.434, -0.592)","(593.052, 113.972, -39.267, 4.293)","(591.691, 113.993, -31.197, 2.826)","(587.526, 113.958, -49.629, -0.373)",
40,"(309.285, 258.89, 63.858, -15.423)","(355.794, 251.413, 41.598, -0.475)","(401.595, 242.055, 34.229, -14.648)","(442.414, 232.306, 35.803, -5.806)","(479.893, 224.877, 21.005, -6.354)","(514.815, 215.955, 21.447, -8.483)","(547.109, 206.302, 13.429, 6.923)","(571.321, 203.695, 24.142, -0.318)","(600.581, 207.822, 17.21, 7.076)","(628.371, 213.031, 25.26, 12.928)","(652.59, 211.483, 39.362, -1.002)","(679.705, 209.199, 16.78, -2.259)","(703.485, 204.555, 12.977, -11.505)","(727.664, 205.528, 14.647, 12.622)","(747.078, 206.206, 25.322, -7.425)","(768.333, 202.578, -8.841, -11.247)","(769.998, 183.32, 6.336, -7.565)","(773.841, 150.598, 7.854, -10.961)","(769.536, 126.363, 5.792, -10.196)","(757.106, 119.604, 31.068, -21.182)","(759.529, 117.137, -24.555, -19.166)","(759.401, 109.3, -7.252, 5.073)","(764.618, 96.635, -8.533, -24.777)","(767.693, 72.537, -24.056, -19.719)","(723.863, 71.268, -52.779, 16.456)","(684.929, 77.071, -34.543, -10.974)","(647.229, 84.871, -31.787, 12.17)","(606.323, 86.493, -39.773, 20.829)","(571.53, 84.436, -40.175, 11.002)","(530.326, 92.658, -38.405, -5.585)","(489.482, 97.631, -56.786, 9.15)","(446.595, 99.96, -40.67, -1.664)","(405.95, 101.302, -43.207, 7.517)","(369.289, 101.681, -56.314, -1.879)","(333.19, 100.432, -22.056, -0.968)","(299.289, 99.566, -30.553, 3.312)","(269.066, 98.445, -34.729, 0.558)","(238.722, 96.965, -14.926, -6.381)",
41,"(474.3, 570.034, 57.697, 12.87)","(516.141, 568.359, 55.669, -15.112)","(556.576, 566.364, 51.764, 14.155)","(599.374, 574.387, 36.939, 14.557)","(634.84, 583.908, 37.63, 1.288)","(646.683, 583.885, 60.877, -1.572)","(659.278, 583.992, 34.416, 6.187)","(660.203, 583.917, 25.513, -4.816)","(696.097, 582.609, 15.701, 20.418)","(720.858, 583.339, 38.86, -8.487)","(743.099, 582.901, 2.819, 1.5)","(760.463, 570.522, 30.571, 4.262)","(775.546, 577.61, -16.177, 63.952)","(778.476, 617.622, -11.618, 16.283)","(782.899, 640.673, 2.012, 55.142)","(756.388, 654.132, -42.384, 10.949)","(723.836, 662.855, -32.457, 6.035)","(674.777, 655.126, -42.632, -5.201)","(639.998, 657.894, -31.374, -1.326)","(591.102, 654.023, -35.635, 1.661)","(561.794, 652.874, -40.223, 16.214)","(510.23, 653.95, -54.219, -8.819)","(478.0, 645.374, -24.548, -7.463)","(453.047, 641.338, -39.158, -17.306)","(423.446, 655.633, -59.556, 31.802)","(371.076, 656.372, -31.759, -7.318)","(328.583, 649.392, -38.742, -1.821)","(289.08, 645.836, -50.839, -11.895)","(252.724, 648.18, -19.728, -6.579)","(218.489, 658.507, -27.52, 22.98)","(181.053, 657.62, -46.651, -5.517)","(143.06, 659.329, -17.293, -24.749)","(124.107, 622.151, -5.056, -26.434)","(117.288, 581.279, -9.84, -36.373)","(112.883, 541.823, 4.398, -24.799)","(108.425, 501.643, 3.611, -43.771)","(103.716, 465.96, -0.098, -33.191)","(99.095, 436.597, 9.73, -9.38)",
42,"(747.663, 511.299, 41.612, 16.39)","(785.563, 526.864, 17.254, 15.026)","(805.377, 559.157, 18.449, 21.705)","(807.737, 601.649, -22.671, 74.731)","(795.372, 656.492, -48.045, 19.765)","(751.507, 672.486, -49.038, -8.628)","(703.595, 673.813, -49.667, -2.476)","(657.786, 672.969, -47.528, -12.892)","(614.638, 673.069, -34.404, -4.714)","(569.755, 670.482, -31.67, -7.637)","(525.226, 667.692, -56.332, -15.801)","(482.967, 665.166, -50.651, -3.869)","(443.193, 661.683, -31.8, -5.632)","(404.413, 657.743, -27.701, -14.182)","(363.448, 655.895, -42.914, -7.524)","(321.162, 656.314, -50.661, -5.668)","(279.257, 657.839, -30.252, 8.017)","(237.703, 662.645, -47.096, 11.9)","(199.93, 664.533, -25.448, -8.618)","(161.462, 661.876, -42.588, -14.545)","(132.458, 637.207, -18.823, -45.458)","(118.188, 598.616, -20.17, -23.299)","(105.961, 559.669, -5.079, -54.436)","(93.331, 517.048, -8.562, -42.112)","(84.255, 477.439, 3.181, -53.483)","(75.821, 440.98, -6.826, -44.897)","(72.691, 405.975, -0.053, -43.914)","(57.147, 387.566, -34.033, -5.958)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
43,"(245.389, 499.464, 32.214, 23.571)","(270.462, 506.201, 35.838, 18.076)","(297.616, 512.41, 18.538, 19.746)","(329.179, 516.108, 30.02, 18.413)","(359.644, 518.875, 22.692, -2.705)","(392.5, 521.439, 48.248, 7.43)","(428.472, 522.022, 34.006, 6.161)","(463.477, 521.517, 47.59, -0.821)","(496.104, 523.516, 40.105, 7.682)","(529.712, 523.975, 29.946, 15.345)","(562.284, 526.547, 45.406, 16.319)","(594.63, 528.569, 28.093, 11.77)","(625.004, 530.359, 37.92, -5.39)","(656.831, 534.419, 37.57, 10.506)","(685.957, 536.489, 38.951, -4.007)","(709.836, 536.047, 29.192, -5.195)","(733.119, 536.087, 33.369, -16.811)","(754.958, 535.965, 26.283, 18.595)","(774.166, 544.225, -7.426, 20.356)","(774.41, 566.483, -12.061, 17.679)","(776.949, 587.603, 2.93, 26.655)","(785.222, 612.019, -6.363, 15.884)","(794.901, 638.573, -6.792, 31.627)","(783.781, 654.095, -26.824, 9.49)","(759.334, 654.6, -14.106, 12.178)","(736.873, 660.498, -21.979, 0.148)","(708.437, 672.526, -24.339, -7.417)","(672.959, 676.057, -29.684, -6.172)","(637.928, 676.584, -41.716, 8.224)","(605.285, 676.551, -34.594, -10.236)","(568.793, 677.792, -40.14, 4.611)","(535.616, 678.691, -21.082, 4.854)","(498.805, 680.557, -50.344, 3.395)","(459.496, 680.542, -36.156, 9.285)","(419.836, 680.83, -53.754, 12.933)","(381.478, 681.043, -35.764, 10.997)","(343.918, 679.778, -22.06, 11.589)","(307.353, 677.86, -36.322, -11.667)",
44,"(238.693, 299.18, 39.992, -12.192)","(267.234, 285.378, 30.256, -3.725)","(295.643, 271.198, 18.101, -13.403)","(323.987, 260.249, 43.339, -10.82)","(352.973, 249.672, 45.864, -17.569)","(384.036, 239.879, 43.009, -11.16)","(412.811, 230.36, 24.342, 1.331)","(441.24, 224.787, 15.132, 3.641)","(470.091, 218.37, 34.46, 11.079)","(496.337, 213.917, 19.565, -16.85)","(523.267, 209.395, 12.474, 7.363)","(547.66, 203.379, 8.81, -13.936)","(572.143, 199.71, 34.836, 12.043)","(599.326, 198.261, 31.586, -16.244)","(621.94, 198.378, 13.704, 11.259)","(642.266, 198.612, 27.378, -7.688)","(659.972, 198.966, 18.469, 1.242)","(676.117, 199.603, 28.68, 2.253)","(687.735, 201.267, 16.936, 6.447)","(698.736, 203.874, 1.153, -9.985)","(709.853, 206.966, 27.775, 6.604)","(720.219, 208.545, -1.38, 17.928)","(729.892, 212.874, -0.872, -7.413)","(741.523, 217.861, 12.801, -7.809)","(750.977, 222.377, 16.802, -13.432)","(766.102, 221.29, 9.757, 1.239)","(776.74, 211.12, 9.126, -1.901)","(773.289, 192.181, -17.619, -8.499)","(772.575, 174.253, -2.758, -29.864)","(770.704, 155.254, 10.114, -28.528)","(771.635, 139.894, -15.271, -10.092)","(779.561, 125.429, 13.199, -30.576)","(790.381, 108.566, 26.526, -12.846)","(781.014, 99.691, -37.086, 7.667)","(756.555, 102.205, -15.858, -10.868)","(733.42, 101.781, -7.0, -0.167)","(713.344, 96.546, -35.385, -13.15)","(693.093, 87.677, -9.459, -23.428)",
45,"(554.324, 286.014, 35.338, -49.558)","(586.595, 263.372, 30.696, -10.62)","(616.517, 248.717, 21.323, -24.259)","(645.635, 235.175, 14.56, -6.779)","(676.131, 222.556, 48.565, -32.925)","(704.649, 212.951, 20.833, -8.494)","(734.628, 204.06, 31.798, -23.991)","(752.623, 198.889, 8.485, -2.451)","(769.865, 189.707, -4.877, -58.219)","(766.055, 143.227, -6.323, -4.576)","(759.057, 122.454, -12.005, -13.564)","(756.119, 120.759, -7.191, -18.295)","(756.01, 119.598, -3.328, -36.173)","(746.824, 106.44, -1.614, -9.708)","(755.506, 101.817, -1.36, 5.928)","(759.589, 101.822, -20.659, -27.415)","(754.0, 90.442, 3.442, -36.139)","(752.066, 78.292, -36.358, 1.624)","(738.993, 86.824, 21.77, 9.624)","(749.019, 91.243, 22.054, -23.478)","(750.826, 85.626, -18.917, -26.553)","(764.747, 77.195, 34.619, 10.954)","(743.653, 71.81, -60.106, 13.037)","(707.869, 75.698, -34.479, 2.521)","(672.877, 76.131, -18.687, 11.105)","(645.878, 80.102, -21.87, -12.867)","(616.295, 80.182, -35.788, 27.915)","(573.645, 83.292, -46.827, 28.972)","(535.113, 90.807, -25.038, -4.735)","(495.93, 93.765, -39.528, 12.459)","(456.501, 94.794, -28.588, 10.12)","(414.7, 91.891, -29.635, 7.518)","(373.97, 89.689, -49.123, -7.948)","(337.871, 88.482, -6.066, -16.787)","(302.885, 87.258, -50.708, 1.951)","(269.4, 84.323, -39.496, 5.491)","(235.711, 81.282, -45.994, -18.668)","(207.061, 76.956, -28.289, 16.088)",
46,"(562.885, 522.533, 27.535, 18.134)","(604.737, 535.507, 53.038, 12.657)","(641.777, 543.678, 24.995, 11.164)","(681.323, 548.875, 48.356, -11.734)","(717.637, 548.753, 41.827, -21.477)","(749.184, 547.472, 19.683, -1.552)","(771.472, 544.043, -0.576, 15.924)","(781.502, 573.229, 10.104, 29.543)","(778.69, 617.745, -10.356, 14.226)","(781.772, 643.533, 6.72, 30.225)","(747.196, 658.889, -66.762, -11.285)","(704.935, 652.427, -50.792, -8.873)","(669.012, 640.657, -35.831, -20.745)","(647.654, 636.003, -45.452, -4.563)","(630.688, 636.208, -59.653, -6.003)","(613.076, 636.006, -38.563, -3.559)","(588.48, 636.042, -22.458, -16.364)","(567.858, 636.075, -43.973, -6.722)","(557.257, 636.027, -48.461, 1.444)","(554.229, 636.01, -35.437, -1.887)","(552.312, 636.033, -39.818, -0.817)","(551.217, 636.001, -35.802, -1.206)","(551.217, 636.001, -35.802, -1.206)","(549.624, 636.011, -60.268, -0.258)","(549.624, 636.011, -60.268, -0.258)","(548.795, 636.003, -49.732, -0.43)","(548.795, 636.003, -49.732, -0.43)","(541.355, 636.233, -27.907, 4.704)","(523.438, 636.002, -28.392, -20.228)","(504.338, 636.246, -43.531, 9.582)","(483.246, 636.243, -30.75, 5.98)","(455.007, 636.266, -35.931, 10.14)","(424.902, 636.097, -27.148, -3.456)","(393.58, 636.246, -40.121, 14.429)","(359.703, 636.594, -44.498, 11.867)","(326.082, 636.59, -48.86, -8.352)","(293.34, 638.354, -46.399, -10.489)","(259.513, 643.45, -47.378, 5.277)",
47,"(635.939, 389.781, 24.179, -34.822)","(648.803, 365.045, 7.998, -26.425)","(676.128, 338.035, 26.492, -14.518)","(704.25, 316.83, 35.797, -30.295)","(721.672, 299.188, 2.469, -30.956)","(739.642, 282.402, 24.828, -14.718)","(757.169, 270.454, 30.654, 2.667)","(772.546, 254.755, 26.7, -34.368)","(788.489, 231.848, 38.015, -22.962)","(796.213, 211.729, -6.239, -32.869)","(798.914, 174.681, 0.84, -33.369)","(805.715, 133.938, 5.941, -28.624)","(804.732, 102.251, -0.63, -29.561)","(793.388, 85.112, -11.191, -1.519)","(782.264, 69.309, -5.291, -3.313)","(749.767, 48.478, -65.747, -0.663)","(700.92, 51.186, -54.992, 10.24)","(654.099, 56.622, -52.807, 7.709)","(608.942, 56.274, -28.323, -11.106)","(564.933, 56.619, -53.38, -11.205)","(520.297, 59.301, -30.948, 4.958)","(478.697, 62.013, -36.177, 10.523)","(438.428, 63.043, -35.587, 17.003)","(396.776, 63.26, -52.686, 11.185)","(356.584, 64.63, -44.466, 0.369)","(318.957, 64.397, -31.901, 14.927)","(281.72, 65.12, -37.569, -13.868)","(243.929, 64.749, -39.744, 1.97)","(206.865, 67.16, -55.338, -4.622)","(163.977, 65.585, -40.854, 2.501)","(119.45, 80.26, -26.972, 36.363)","(91.545, 110.523, -21.282, 47.682)","(75.504, 147.296, -12.659, 30.557)","(71.021, 184.475, 7.961, 43.947)","(70.36, 225.295, -5.826, 33.588)","(69.921, 263.113, 0.955, 28.114)","(67.999, 295.585, -5.836, 25.091)","(69.364, 322.514, -2.719, 29.096)",
48,"(537.67, 342.182, 44.135, -8.887)","(571.503, 325.188, 29.15, -10.706)","(602.729, 308.626, 29.918, -7.652)","(630.92, 296.016, 15.21, 2.588)","(655.913, 282.193, 29.195, -15.895)","(684.776, 268.14, 26.694, -10.976)","(707.968, 254.443, 21.472, -26.698)","(728.484, 244.978, 4.184, -8.788)","(749.479, 232.889, 18.061, -9.759)","(767.638, 221.778, 21.211, -25.489)","(784.608, 205.822, -10.225, -20.453)","(788.464, 174.358, -9.01, -32.269)","(789.96, 141.519, 29.352, -20.05)","(793.414, 113.459, 16.11, -15.734)","(784.328, 93.878, -59.209, -11.243)","(735.236, 80.816, -63.719, -44.822)","(687.105, 90.515, -61.862, 25.729)","(649.848, 95.74, -24.054, 0.912)","(613.843, 90.641, -47.753, -28.328)","(567.822, 89.614, -40.494, 14.363)","(525.81, 95.714, -53.681, 10.959)","(483.517, 99.89, -24.639, 10.872)","(440.697, 100.216, -31.212, 4.902)","(398.815, 98.215, -37.691, -3.596)","(354.6, 98.543, -31.013, 0.405)","(311.863, 98.015, -46.584, 7.969)","(274.894, 96.488, -53.413, -0.848)","(238.078, 94.195, -52.697, -1.191)","(198.915, 93.796, -35.871, 17.014)","(170.112, 94.835, -9.75, 4.95)","(136.26, 104.009, -27.104, 44.07)","(126.636, 148.337, 9.201, 45.948)","(123.516, 187.65, 1.803, 34.099)","(117.414, 228.771, -18.761, 43.141)","(111.546, 268.402, -6.942, 37.002)","(107.091, 305.109, 11.192, 25.602)","(101.641, 330.972, 14.43, 29.904)","(98.098, 352.042, -3.52, 29.755)",
49,"(668.329, 365.875, 12.873, -27.26)","(692.648, 332.842, 34.121, -32.017)","(719.427, 304.821, 12.269, -28.659)","(741.113, 278.02, 22.274, -13.667)","(760.17, 261.286, 17.471, -22.224)","(778.823, 243.501, 6.516, -34.74)","(789.829, 219.526, -5.743, -13.384)","(796.828, 193.906, -8.671, -45.479)","(802.92, 166.302, 12.209, -35.684)","(796.167, 124.709, -12.487, -24.479)","(787.346, 95.571, -39.338, -7.41)","(779.599, 92.128, -29.164, -25.763)","(767.968, 86.39, -39.534, -28.685)","(734.57, 73.743, -60.995, -23.127)","(679.156, 84.13, -51.661, 27.091)","(638.168, 105.915, -29.707, 29.503)","(615.079, 113.97, -39.455, -1.703)","(599.181, 113.958, -63.211, -1.98)","(593.25, 113.989, -54.265, 1.052)","(593.25, 113.989, -54.265, 1.052)","(593.25, 113.989, -54.265, 1.052)","(593.25, 113.989, -54.265, 1.052)","(593.25, 113.989, -54.265, 1.052)","(593.25, 113.989, -54.265, 1.052)","(593.25, 113.989, -54.265, 1.052)","(593.25, 113.989, -54.265, 1.052)","(593.25, 113.989, -54.265, 1.052)","(593.25, 113.989, -54.265, 1.052)","(593.25, 113.989, -54.265, 1.052)","(593.25, 113.989, -54.265, 1.052)","(593.25, 113.989, -54.265, 1.052)","(593.25, 113.989, -54.265, 1.052)","(592.222, 113.994, -61.719, 0.317)","(581.411, 113.957, -92.783, -0.546)","(553.627, 109.224, -43.604, -14.674)","(510.371, 102.222, -24.985, 10.613)","(471.432, 100.961, -45.059, 11.826)","(431.459, 100.684, -41.911, 6.298)",
50,"(611.508, 303.124, 37.672, -11.997)","(641.84, 277.86, 44.129, -18.577)","(668.575, 258.497, 33.052, -1.412)","(697.53, 245.433, 38.261, -5.637)","(727.573, 231.172, 35.94, -3.742)","(751.385, 221.835, 5.346, -35.079)","(774.474, 200.759, 19.969, -60.092)","(791.763, 155.569, 7.014, -62.152)","(789.19, 117.124, -15.111, -38.566)","(783.73, 91.946, -42.886, -30.413)","(773.28, 72.851, -12.613, -35.773)","(748.542, 51.603, -49.855, 8.577)","(698.798, 61.157, -36.67, 6.395)","(663.0, 73.34, -21.551, 16.475)","(625.566, 86.198, -54.702, -4.274)","(581.183, 84.748, -65.026, -15.227)","(534.683, 86.016, -54.86, -0.574)","(495.605, 89.339, -34.727, 10.38)","(453.339, 92.806, -24.221, 4.048)","(414.839, 94.904, -42.311, -13.257)","(372.842, 97.702, -48.589, -13.078)","(332.924, 97.514, -35.682, 13.51)","(291.028, 98.573, -52.184, 6.365)","(250.53, 96.074, -47.441, 6.754)","(211.953, 92.448, -48.7, 16.08)","(174.953, 95.655, -27.864, -16.295)","(136.15, 101.68, -21.974, 60.507)","(124.679, 148.302, 10.385, 33.964)","(122.295, 188.367, 10.621, 46.595)","(121.154, 230.381, 3.231, 36.359)","(117.472, 270.613, -6.84, 29.198)","(111.751, 307.483, -5.5, 43.655)","(104.058, 341.7, -14.194, 22.025)","(95.027, 363.627, -4.38, 30.102)","(78.1, 379.066, -12.487, -3.996)","(51.662, 383.449, -13.727, 6.173)","(None, None, None, None)","(None, None, None, None)",
51,"(662.27, 262.689, 38.002, -28.326)","(704.225, 243.686, 28.216, -14.294)","(740.015, 225.768, 9.862, -15.491)","(768.69, 209.18, 41.41, -37.626)","(775.423, 164.615, -2.874, -43.104)","(769.023, 120.279, 2.287, -22.302)","(769.853, 93.576, 15.512, -37.187)","(733.603, 78.407, -53.435, -8.998)","(688.979, 83.749, -48.82, -1.388)","(648.231, 92.408, -31.9, 9.342)","(608.674, 97.307, -28.83, 3.503)","(573.055, 100.927, -42.036, 10.098)","(536.149, 99.416, -56.9, 6.962)","(494.118, 97.806, -35.696, 14.453)","(452.024, 97.06, -57.483, -15.087)","(409.527, 97.599, -55.284, -5.693)","(366.129, 96.12, -24.905, -1.839)","(323.439, 94.37, -37.08, 9.449)","(280.117, 93.155, -56.696, -19.448)","(237.9, 89.877, -28.313, 5.641)","(195.818, 86.475, -43.767, -11.378)","(156.777, 78.519, -59.159, -1.045)","(122.946, 103.23, -32.188, 27.248)","(103.362, 142.795, -21.135, 42.928)","(94.094, 184.63, 3.869, 46.394)","(87.764, 226.338, 11.6, 31.5)","(82.705, 266.689, -11.556, 47.918)","(78.468, 305.302, 2.832, 42.305)","(75.518, 342.438, -10.426, 27.712)","(57.661, 363.91, -39.992, -6.366)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
